School ID,rooms.standard.academic,rooms.standard.unused,rooms.nonstandard.academic,rooms.nonstandard.unused
110883,3,0,0,0
110808,25,0,0,0
110450,7,0,0,0
111330,7,0,0,0
110361,3,0,0,0
110576,7,0,0,0
110003,12,0,0,0
111028,6,0,0,0
110004,6,0,0,0
110202,8,0,0,0
110471,29,0,0,0
109899,2,0,0,0
111489,26,0,0,0
110536,10,0,0,0
111522,7,0,0,0
110381,6,0,0,0
110305,13,0,0,0
169520,2,0,0,0
110306,6,0,0,0
110308,7,0,0,0
110309,2,0,0,0
110307,6,0,0,0
110896,6,0,0,0
110810,13,0,0,0
110744,2,0,0,0
111155,2,0,0,0
110451,6,0,0,0
111070,5,0,0,0
111523,4,0,0,0
110838,5,0,0,0
111029,3,0,0,0
110025,10,0,0,0
110636,4,0,0,0
110577,7,0,1,0
110989,5,0,0,0
110679,7,0,0,0
110811,4,0,0,0
110493,4,0,0,0
110494,8,0,0,0
170560,0,0,1,0
110990,1,1,0,0
111293,8,0,0,0
111424,5,0,0,0
111425,6,0,0,0
110730,3,0,1,0
110060,7,0,0,0
110061,2,0,1,0
111006,6,0,0,0
111110,1,0,0,0
111071,3,0,0,0
110026,7,0,0,0
110948,5,0,0,0
111524,5,0,0,0
110867,5,0,0,0
111300,2,0,0,0
110521,6,0,0,0
110497,4,0,0,0
109967,6,0,0,0
110401,18,0,0,0
109968,6,0,0,0
109931,20,0,0,0
111576,9,1,0,0
111304,5,1,0,0
111459,6,0,0,0
110062,9,0,0,0
110063,4,0,0,0
171504,6,1,0,0
110005,9,0,0,0
111156,3,0,0,0
109932,5,0,0,0
110809,9,0,0,0
110745,2,0,0,0
110884,4,0,0,0
111485,32,0,3,0
170554,2,0,0,0
111111,6,0,0,0
110597,17,1,0,0
110680,13,0,0,0
111426,6,0,0,0
110027,8,0,0,0
111233,4,0,0,0
110422,2,0,0,0
111469,24,3,0,0
110775,3,0,0,0
111031,1,0,0,0
109900,8,0,0,0
111355,6,0,0,0
111157,3,0,0,0
111234,4,1,0,0
110457,7,0,0,0
110812,5,0,0,0
110495,5,0,0,0
109951,6,0,0,0
169511,6,0,0,0
110170,8,0,0,0
111158,5,0,0,0
170023,2,0,0,0
110423,6,0,0,0
111235,4,0,0,0
110701,9,1,0,0
110616,6,0,0,0
110452,5,0,0,0
110598,6,0,0,0
110342,8,0,0,0
109952,25,15,0,0
110006,11,0,0,0
110265,7,0,0,0
110498,6,0,0,0
110681,6,0,0,0
170528,4,0,0,0
109969,3,0,0,0
110382,11,0,0,0
110171,13,0,0,0
110523,6,5,0,0
110702,2,0,0,0
110310,11,0,0,0
111542,15,1,0,0
111112,3,0,0,0
110578,20,0,0,0
111567,9,0,0,0
110500,3,0,0,0
110499,8,0,0,0
110776,1,0,0,0
110266,4,0,0,0
110267,3,0,0,0
110777,3,0,0,0
110909,2,0,0,0
110137,4,0,1,0
110949,7,0,0,0
110028,6,0,0,0
109953,12,0,0,0
111490,0,0,3,0
111159,6,0,0,0
110311,3,0,0,0
111072,32,0,7,0
170504,11,1,0,0
110839,8,0,0,0
111525,3,0,0,0
110424,12,0,0,0
111271,5,0,0,0
110291,5,0,4,0
110561,7,0,0,0
111113,4,0,0,0
111543,3,0,1,0
110088,5,0,0,0
111427,3,0,0,0
111193,12,0,0,0
111160,6,0,0,0
110950,7,0,0,0
110951,4,0,0,0
111194,7,0,0,0
111195,4,0,0,0
110952,4,0,2,0
111161,6,0,0,0
110091,14,0,0,0
111236,12,0,0,0
111032,11,0,0,0
110885,4,0,1,0
111526,4,0,0,0
170529,3,0,0,0
110138,8,0,0,0
170546,1,0,4,0
110089,5,0,1,0
110969,4,0,0,0
110840,5,0,0,0
111340,10,0,0,0
111356,30,0,0,0
110403,5,1,0,0
110953,2,1,0,0
111196,4,0,0,0
111237,2,0,1,0
110910,3,0,1,0
110404,6,0,0,0
110703,6,0,0,0
110886,7,0,0,0
110778,4,0,0,0
111440,11,0,0,0
110779,3,0,0,0
110637,5,0,0,0
111568,6,0,0,0
111007,3,0,0,0
111008,3,0,0,0
111003,3,0,0,0
110638,12,0,0,0
110139,7,0,0,0
110215,7,0,0,0
110312,23,0,2,0
110362,11,0,0,0
109915,6,0,0,0
111238,2,0,0,0
110579,10,0,0,0
111197,2,1,0,0
111239,9,0,0,0
111409,4,0,0,0
110599,9,0,0,0
110841,7,0,0,0
110029,2,0,0,0
110453,1,0,0,0
110704,13,0,0,0
171008,1,0,0,0
110813,4,0,0,0
111385,3,0,0,0
110064,20,0,0,0
110065,5,0,0,0
111240,8,0,0,0
111241,4,0,0,0
110343,6,0,0,0
110580,6,0,0,0
110066,4,0,0,0
111009,2,0,0,0
111242,3,0,0,0
110814,3,0,0,0
111198,2,0,0,0
110067,4,0,0,0
110705,3,0,0,0
110815,2,0,0,0
111074,21,0,0,0
111294,3,0,0,0
111115,6,0,0,0
110842,3,0,0,0
110472,6,2,0,0
111243,8,0,0,0
111460,6,0,0,0
110068,3,0,0,0
111413,6,0,0,0
170559,0,0,1,0
110581,20,0,0,0
109933,6,0,0,0
111116,4,0,0,0
110524,7,0,0,0
110600,6,0,0,0
111199,10,0,0,0
111341,13,0,0,0
111117,3,0,2,0
110911,11,0,2,0
110912,5,0,0,0
110955,10,0,0,0
110383,7,0,0,0
109971,3,0,0,0
170518,2,0,0,0
109972,3,0,0,0
110562,18,0,0,0
110454,6,0,0,0
111544,11,0,0,0
110888,10,0,0,0
110618,2,0,0,0
111410,5,0,0,0
111033,3,0,0,0
110398,6,3,0,0
110816,2,0,0,0
110659,6,0,0,0
111577,8,0,0,0
111342,10,0,0,0
111357,6,0,0,0
111010,7,0,0,0
109875,6,1,0,0
110292,8,0,0,0
110293,3,0,0,0
110294,4,0,0,0
110295,4,0,0,0
110425,4,0,0,0
110030,6,0,0,0
109954,6,0,0,0
110172,21,0,0,0
110239,7,0,0,0
110173,6,0,0,0
170540,7,0,0,0
111578,6,0,0,0
110546,10,0,0,0
110956,5,0,0,0
111331,6,0,0,0
109955,4,0,0,0
110563,13,0,0,0
109876,6,0,0,0
169525,3,0,0,0
111118,10,0,0,0
170534,3,0,0,0
110540,7,0,0,0
110174,6,0,0,0
110547,5,0,0,0
111461,7,0,0,0
110913,1,0,0,0
109934,7,0,0,0
110843,2,0,0,0
110203,10,0,1,0
110731,15,0,0,0
110240,9,0,0,0
110031,6,0,0,0
109877,4,0,0,0
111343,6,0,0,0
110601,23,1,0,0
110176,3,0,0,0
110175,3,0,0,0
110363,12,0,0,0
110007,10,0,0,0
109878,6,0,0,0
110535,28,1,0,0
111200,13,0,0,0
110090,6,0,0,0
111075,18,0,0,0
111358,9,0,0,0
111359,5,0,0,0
110364,8,0,0,0
110894,6,0,0,0
110619,21,0,0,0
111470,62,2,0,0
110602,7,0,0,0
110268,11,0,0,0
110344,7,0,0,0
109970,6,0,0,0
110405,6,0,0,0
110915,4,0,0,0
110916,11,0,0,0
110917,4,0,0,0
109993,6,2,0,0
111332,6,0,0,0
111119,25,0,0,0
169512,1,0,0,0
110844,4,0,0,0
110140,13,3,0,0
110345,3,0,0,0
109879,3,0,1,0
109956,6,0,0,0
110603,6,0,0,0
109880,7,0,0,0
111120,32,0,0,0
169523,3,0,0,0
110564,18,0,0,0
111121,12,0,0,0
110473,2,0,0,0
110313,2,0,0,0
110732,7,0,0,0
110817,2,0,0,0
110887,9,4,1,0
170512,3,0,0,0
170567,1,0,0,0
110216,11,0,0,0
111122,4,0,0,0
170548,2,0,0,0
110565,4,0,0,0
110639,6,0,0,0
110069,1,0,0,0
170536,3,0,0,0
110845,19,0,0,0
110846,11,0,0,0
111050,6,0,0,0
110889,5,0,0,0
111162,4,0,0,0
110204,13,0,0,0
111360,10,0,0,0
111051,6,0,0,0
111163,3,0,0,0
110474,6,0,0,0
111386,18,0,0,0
111387,28,3,0,0
110365,8,0,0,0
110566,8,0,0,0
110640,31,0,0,0
111164,6,0,0,0
110205,13,0,0,0
110620,8,0,0,0
111527,7,0,0,0
110582,11,0,0,0
110241,32,0,1,0
111388,10,0,0,0
169503,3,0,0,0
110660,8,0,1,0
111244,4,0,0,0
110583,5,0,0,0
110733,6,0,0,0
110957,5,1,0,0
110242,3,0,0,0
110177,2,0,0,0
169505,3,0,0,0
170001,8,0,0,0
110366,12,0,0,0
110890,8,0,0,0
111545,6,0,0,0
111123,4,0,0,0
111528,4,0,0,0
110958,11,1,0,0
111165,3,2,0,0
110243,4,0,0,0
110475,9,0,0,0
110206,12,0,0,0
170521,3,0,0,0
111166,3,0,0,0
110891,5,0,0,0
111579,11,0,0,0
110549,9,0,0,0
170011,5,0,0,0
111305,3,0,0,0
111411,22,0,0,0
110217,3,0,0,0
110269,12,0,0,0
110270,6,0,0,0
111429,14,0,0,0
110526,5,1,0,0
170004,1,0,0,0
110707,6,0,0,0
110008,6,0,0,0
110621,6,0,0,0
110501,3,0,0,0
111546,10,0,2,0
110641,12,0,0,0
111011,7,0,0,0
110527,3,0,0,0
111529,3,0,0,0
110706,4,0,0,0
111167,5,0,0,0
170506,2,0,0,0
111034,7,0,0,0
111441,17,0,0,0
110218,12,0,0,0
111076,8,0,0,0
110959,6,0,0,0
111168,3,0,0,0
110272,11,1,0,0
109994,4,0,0,0
110700,3,0,3,0
110622,6,0,0,0
110426,2,0,4,0
111264,6,0,0,0
110550,6,7,0,0
111462,14,0,0,0
110780,4,0,0,0
110642,3,0,0,0
110781,4,0,0,0
111169,6,0,0,0
110991,4,0,0,0
111245,6,0,0,0
110384,7,0,0,0
111389,8,1,0,0
110253,57,0,0,0
110782,3,0,0,0
110734,6,0,0,0
110643,2,0,2,0
110427,2,0,1,0
110178,4,0,1,0
110528,6,0,0,0
110644,24,0,0,0
110960,10,0,0,0
111170,5,0,0,0
110219,9,0,0,0
110428,5,0,0,0
110708,6,0,0,0
170539,2,0,0,0
110961,3,0,0,0
111171,4,0,0,0
110992,7,1,0,0
110244,9,0,0,0
110551,6,0,0,0
111491,34,0,0,0
110207,9,1,0,0
110552,6,0,0,0
110661,5,0,0,0
110962,3,0,0,0
110645,6,0,0,0
111530,6,0,0,0
110255,19,0,0,0
110254,25,0,0,0
111265,6,0,1,0
111317,6,0,0,0
110429,15,0,2,0
111412,6,0,0,0
110662,20,0,0,0
111201,13,0,0,0
170022,7,0,0,0
110070,7,0,0,0
110179,9,0,0,0
110220,12,0,0,0
110646,10,2,2,0
111318,5,0,0,0
111306,3,0,0,0
110221,6,0,0,0
110847,5,0,0,0
111172,6,0,1,0
111246,6,0,0,0
111077,11,0,0,0
169502,2,0,0,0
109973,18,0,0,0
111202,1,0,0,0
109995,11,3,0,0
110009,18,1,0,0
111463,13,0,0,0
110502,6,0,0,0
110548,12,0,0,0
111203,4,0,0,0
110071,4,0,0,0
110848,5,0,0,0
110849,3,0,0,0
110892,4,0,0,0
110850,4,0,0,0
110525,13,0,0,0
111390,11,0,0,0
109881,6,2,0,0
110852,3,0,0,0
109957,7,0,0,0
110407,5,0,0,0
111247,3,0,0,0
110818,3,0,0,0
110390,9,0,0,0
110222,8,0,0,0
111173,3,0,0,0
110386,8,0,0,0
110182,3,0,0,0
110143,7,0,0,0
110144,2,0,0,0
111035,4,0,0,0
110819,3,0,0,0
110032,11,0,0,0
111492,22,0,0,0
111124,12,0,0,0
170030,1,0,0,0
110273,26,0,0,0
170033,0,0,2,0
109916,8,0,0,0
111248,3,0,0,0
109958,6,0,0,0
111547,6,0,0,0
111295,4,0,0,0
110699,19,0,0,0
111493,4,0,0,0
111125,6,0,0,0
169005,2,0,0,0
110476,6,0,0,0
170568,0,0,1,0
110820,4,0,0,0
170029,1,0,0,0
110853,2,0,0,0
170555,1,0,0,0
110683,27,0,0,0
110914,29,0,0,0
110735,3,0,0,0
110223,3,0,0,0
111126,4,0,0,1
110346,3,0,0,0
110477,12,1,0,0
110180,22,0,0,0
170003,4,0,0,0
110970,6,0,0,0
110388,6,0,0,0
111531,5,0,0,0
111569,6,0,0,0
171506,0,0,4,0
110567,12,0,0,0
111494,15,0,0,0
110245,7,0,0,0
110246,6,0,0,0
110478,6,0,0,0
110783,3,0,0,0
110993,6,0,0,0
111495,29,0,8,0
110584,12,0,0,0
111572,6,0,0,0
110224,1,0,0,0
110141,13,0,0,0
110784,6,0,0,0
110785,2,0,0,0
110142,4,0,0,0
171002,5,0,0,0
110736,5,0,0,0
110225,13,0,0,0
110367,6,0,0,0
110529,7,0,0,0
110208,16,2,0,0
110623,6,0,0,0
111548,13,2,0,0
111496,3,0,1,0
110786,6,0,0,0
111012,21,0,0,0
110684,12,0,0,0
111414,8,0,0,0
110033,7,1,0,0
110918,3,0,0,0
110183,4,0,0,0
169002,7,0,0,0
110854,8,0,0,0
111127,4,0,0,0
111549,6,0,0,0
170010,0,0,1,0
111580,9,0,1,0
111204,3,0,0,0
110095,3,0,0,0
110624,6,0,0,0
109935,6,1,0,0
111361,6,0,1,0
110821,7,0,0,0
111128,7,0,0,0
110347,7,0,0,0
110348,3,0,0,0
110855,4,1,0,0
170511,4,0,0,0
111464,6,0,0,0
111319,3,0,0,0
110663,12,0,0,0
111442,15,0,2,0
111078,4,0,0,0
110145,6,0,0,0
110709,5,0,0,0
111532,3,0,0,0
110647,4,0,1,0
110919,1,0,0,0
110111,12,3,0,0
111129,5,0,0,0
110604,6,0,0,0
171503,8,0,3,0
111130,4,0,0,0
111497,10,2,0,0
111498,13,0,0,0
110856,2,0,0,0
110857,4,0,0,0
111533,3,0,0,0
110858,4,0,0,0
110737,5,0,0,0
111131,3,0,0,0
110893,3,0,0,0
110184,1,0,0,0
111296,7,0,0,0
110994,5,0,0,0
109974,6,0,0,0
170514,3,0,0,0
110995,12,0,0,0
111174,13,0,0,0
110530,6,1,0,0
110226,9,0,0,0
110314,5,0,0,0
111499,5,0,1,0
110605,3,0,0,0
110349,2,0,0,0
111132,7,0,4,0
110895,2,0,0,0
110146,6,0,0,0
110186,6,0,0,0
110185,6,0,0,0
110971,6,0,0,0
111415,2,0,0,0
110101,9,0,0,0
110187,3,0,0,0
171502,3,0,0,0
110034,6,0,0,0
110625,0,0,7,0
111416,6,0,0,0
111249,5,0,0,0
110787,3,0,0,0
109975,6,0,0,0
170024,8,0,0,0
109976,6,0,0,0
110096,3,0,0,0
110455,7,0,0,0
109901,6,0,0,0
169521,4,0,0,0
111297,8,0,0,0
111272,2,0,0,0
111430,11,0,0,0
111534,3,0,0,0
110788,5,0,0,0
110112,6,1,0,0
110188,8,0,0,0
110092,9,0,1,0
110093,5,0,2,0
109882,12,0,0,0
110010,6,2,0,0
109936,6,1,0,0
110996,5,0,0,0
111175,6,0,0,0
110859,3,3,0,0
111079,7,0,0,0
170523,4,0,0,0
109959,3,1,0,0
110860,11,0,0,0
110648,2,0,4,0
111581,6,0,0,0
110389,6,0,0,0
109977,6,0,0,0
110190,6,0,0,0
110189,12,0,0,0
109978,8,0,0,0
170558,4,0,0,0
111036,3,0,0,0
111443,6,0,0,0
111080,6,0,0,0
110480,7,0,0,0
110072,2,0,0,0
110685,2,0,0,0
110503,6,0,0,0
110531,3,0,0,0
110738,6,0,0,0
110606,3,1,0,0
109937,13,0,0,0
169007,3,0,1,0
110368,11,0,0,0
110035,16,0,0,0
110147,6,0,0,0
110192,1,0,0,0
110113,7,0,0,0
169519,1,0,0,0
110822,6,0,0,0
109917,6,0,0,0
111391,6,0,0,0
111133,7,0,0,0
170556,1,0,0,0
111081,3,0,0,0
110456,10,0,0,0
111501,25,0,7,0
110789,6,0,0,0
111176,5,0,0,0
110532,2,0,2,0
110504,6,0,0,0
171007,4,0,0,0
110406,10,0,0,0
110036,18,2,0,0
111189,5,0,0,0
170566,0,0,2,0
110247,11,0,0,0
111362,7,0,0,0
110073,6,0,0,0
111344,10,0,0,0
111266,14,1,0,0
109902,7,1,0,0
110274,6,0,0,0
110191,3,0,0,0
170551,1,0,0,0
170545,2,0,0,0
111177,6,0,0,0
111363,5,0,1,0
110997,3,0,0,0
111251,1,0,0,0
109883,3,0,0,0
111273,2,0,0,0
111178,8,0,0,0
111252,6,0,0,0
110114,6,0,0,0
111345,9,0,0,0
109918,6,1,0,0
170565,0,0,3,0
111274,5,3,0,0
110998,7,1,0,0
110823,3,0,0,0
110074,3,0,4,0
110963,2,0,0,0
110193,2,0,0,0
170037,0,0,3,0
111134,5,0,0,0
110568,3,0,1,0
170524,6,0,0,0
110649,6,0,0,0
111465,2,0,0,0
110739,3,0,0,0
111502,14,0,0,0
110710,23,0,0,0
110227,3,0,0,0
110650,6,0,0,0
111431,5,0,0,0
110115,9,0,0,0
111550,4,0,0,0
110711,6,0,0,0
110790,3,0,0,0
110746,3,0,0,0
110400,4,0,0,0
111037,6,0,0,0
111038,5,0,0,0
110747,6,0,0,0
110626,6,0,0,0
110369,18,0,0,0
110481,6,0,0,0
171508,5,0,0,0
170028,3,0,0,0
110482,6,0,0,0
110075,9,0,0,0
170019,5,0,0,0
111582,6,1,0,0
110483,6,0,0,0
111503,14,0,6,0
111471,14,2,0,0
111253,3,0,0,0
110248,6,0,0,0
110315,7,0,0,0
110316,3,0,0,0
109919,11,0,0,0
110430,2,0,3,0
170016,6,0,0,0
173513,4,0,0,0
112130,10,0,0,0
113505,4,0,0,0
113998,6,0,0,0
114336,5,0,0,0
111834,6,1,0,0
113172,4,0,0,0
113904,2,0,0,0
113094,5,0,0,0
114364,15,0,0,0
112613,4,0,0,0
114552,19,0,0,0
113905,2,0,0,0
112016,3,0,1,0
113013,2,0,0,0
112524,1,0,0,0
112943,3,0,0,0
112197,7,0,0,0
112917,13,0,0,0
173514,1,0,1,0
113112,7,0,0,0
113166,13,0,0,0
112317,24,0,0,0
114606,12,0,0,0
174506,5,0,3,0
113268,6,0,0,0
111946,7,0,0,0
112361,6,1,0,0
112000,14,0,0,0
112651,2,0,0,0
112944,6,0,0,0
113490,6,0,0,0
113820,6,0,0,0
114287,8,0,0,0
114184,11,0,0,0
114032,5,0,0,0
111965,5,0,1,0
112726,7,2,0,0
113637,9,0,0,0
112131,17,3,0,0
113569,7,0,0,0
114457,71,0,0,0
175001,13,0,2,0
111657,13,0,0,0
113050,4,0,0,0
113802,9,0,0,0
113978,6,1,0,0
113838,3,0,0,0
113684,8,0,0,0
112241,4,0,1,0
112994,8,1,0,0
113256,4,0,0,0
114408,2,0,0,0
112050,6,0,0,0
114137,6,0,0,0
113244,6,0,0,0
111835,6,0,0,0
113285,7,0,0,0
113882,4,0,2,0
113317,5,0,0,0
111978,7,0,0,0
111679,4,0,0,0
172507,6,0,0,0
111783,7,0,0,0
113857,3,0,0,0
113051,6,0,0,0
113693,6,0,0,0
113665,31,0,0,0
114561,14,0,0,0
173520,3,0,0,0
112652,4,0,1,0
114117,5,0,1,0
113393,4,0,0,0
113394,8,0,0,0
111809,9,0,0,0
113318,3,0,0,0
113666,7,0,0,0
112423,6,0,0,0
112918,13,0,0,0
112082,5,0,0,0
112830,6,0,0,0
113791,3,0,0,0
113052,9,0,1,0
114273,3,0,0,0
112976,4,0,0,0
111680,22,1,0,0
113883,2,0,1,0
173019,6,0,0,0
114250,4,0,0,0
111625,13,5,0,0
113999,2,0,2,0
113113,13,0,0,0
112789,17,0,0,0
112389,11,0,0,0
113353,7,0,0,0
112898,4,0,0,0
112318,3,0,0,0
113787,4,0,0,0
114429,6,0,0,0
173548,3,0,1,0
112525,2,0,0,0
113685,8,0,0,0
113444,6,0,0,0
112001,6,0,0,0
112945,22,0,0,0
112946,3,0,0,0
113798,7,0,0,0
111784,11,0,0,0
113940,4,0,1,0
114203,3,0,0,0
114485,14,0,0,0
113959,14,0,0,0
112831,6,0,0,0
112614,6,0,0,0
113374,32,0,0,0
113395,13,0,0,0
113686,7,0,0,0
173501,3,0,2,0
112589,10,0,0,0
112362,14,0,0,0
112977,4,0,0,0
113941,7,0,0,0
172521,2,0,0,0
113076,6,0,1,0
112670,8,0,0,0
112132,12,0,0,0
113638,8,0,0,0
112847,9,0,0,0
112881,1,0,0,0
113077,2,0,0,0
113667,9,0,0,0
113735,6,0,0,0
112319,27,0,0,0
113419,6,0,0,0
112320,25,0,0,0
112176,9,0,0,0
113245,2,0,0,0
111584,46,0,0,0
113160,6,0,0,0
112526,1,0,0,0
112363,6,0,0,0
111759,6,4,0,0
114251,12,0,0,0
114248,3,0,1,0
114520,27,0,0,0
114534,16,0,0,0
111836,10,0,0,0
113979,4,0,0,0
112727,6,0,0,0
111904,3,0,0,0
111905,13,0,4,0
113491,8,0,0,0
113942,6,0,0,0
114057,3,0,0,0
114185,14,0,0,0
113980,3,0,0,0
113736,13,0,0,0
111738,4,0,0,0
113884,5,0,1,0
113134,13,0,0,0
114465,8,0,0,0
113014,4,0,1,0
173507,1,0,0,0
112671,7,0,0,0
113885,12,0,0,0
114099,4,0,0,0
113161,18,0,0,0
112700,4,0,0,0
112728,3,0,0,0
112729,4,0,0,0
112017,5,0,0,0
112133,16,1,0,0
112947,4,2,0,0
172515,4,0,1,0
113233,6,0,0,0
112424,6,0,0,0
112790,6,0,1,0
114486,6,0,0,0
112343,12,0,0,0
112051,6,0,0,0
112730,3,0,0,0
112899,0,0,3,0
112575,5,0,0,0
112199,7,0,0,0
112200,3,0,0,0
113078,4,0,0,0
113269,3,0,1,0
114100,5,0,0,0
112919,10,0,0,0
113033,2,0,0,0
112791,4,0,0,0
112882,6,0,0,0
114223,4,0,0,0
111658,10,0,2,0
114466,28,2,0,0
113668,14,0,0,0
172513,7,0,0,0
113506,6,0,0,0
173017,7,0,1,0
112321,7,0,0,0
174003,3,0,0,0
112425,9,0,0,0
112701,10,0,0,0
113034,3,0,0,0
173539,7,0,0,0
112527,6,2,0,0
112672,11,0,2,0
113015,3,0,0,0
112590,6,0,0,0
112772,8,0,0,0
111979,10,0,0,0
111887,3,0,0,0
111868,13,2,0,0
112900,5,0,0,0
111837,4,0,0,0
112002,6,0,0,0
113596,9,1,0,0
112426,17,0,0,0
111888,6,0,0,0
112344,22,0,0,0
176506,8,0,0,0
112464,3,0,0,0
113286,6,0,0,0
113737,11,0,0,0
113375,7,0,0,0
112615,6,0,0,0
112083,3,4,0,0
113224,6,0,0,0
113420,23,0,0,0
113570,5,0,1,0
113376,9,0,0,0
111639,14,3,0,0
111810,7,0,0,0
112883,5,0,1,0
111980,12,1,0,0
111659,8,0,0,0
111947,3,0,1,0
111785,5,0,1,0
111721,4,0,0,0
113354,7,0,0,0
112792,6,0,0,0
112793,12,0,1,0
113597,10,0,0,0
114301,5,0,0,0
113234,7,0,0,0
111927,8,1,0,0
114553,23,0,0,0
114521,6,0,0,0
112901,11,0,2,0
111928,16,0,0,0
112465,6,0,0,0
112466,6,0,0,0
113445,14,0,0,0
111878,9,0,0,0
111889,4,0,0,0
113821,6,0,0,0
111660,6,1,0,0
111661,7,0,0,0
111601,6,0,0,0
111906,4,0,0,0
114444,9,0,0,0
113421,1,0,2,0
114078,3,0,0,0
114138,3,0,0,0
113396,3,0,0,0
113788,4,0,0,0
114158,4,0,0,0
113114,6,0,0,0
112948,13,0,0,0
113719,13,0,0,0
113981,3,0,0,0
111907,7,0,0,0
112731,6,0,0,0
113115,3,0,0,0
112298,13,0,0,0
114302,4,0,0,0
114467,32,0,2,0
114337,10,0,0,0
114585,11,4,0,0
113669,14,0,0,0
172518,2,0,0,0
112884,2,0,0,0
175003,1,0,0,0
114139,7,0,0,0
114338,11,0,0,0
113687,11,0,1,0
113738,2,0,0,0
114607,13,0,0,0
113173,18,0,0,0
113620,8,0,0,0
114140,3,0,0,0
112814,9,0,0,0
114564,6,0,0,0
111811,14,0,0,0
113982,25,0,0,0
112456,15,0,0,0
113270,3,0,0,0
112063,16,0,0,0
114468,8,3,0,0
111626,13,0,0,0
111602,4,0,0,0
111869,8,0,0,0
111786,7,1,0,0
112757,3,0,0,0
112732,3,0,0,0
113886,9,0,0,0
114280,6,0,0,0
111813,13,0,0,0
177501,4,0,0,0
111681,15,1,0,0
112278,11,0,0,0
111948,12,0,1,0
111949,5,0,0,0
112084,29,1,0,0
114565,14,0,0,0
172509,4,0,2,0
111585,7,0,0,0
114608,12,0,0,0
113116,6,0,0,0
113355,3,0,0,0
113181,10,0,0,0
112018,6,0,0,0
112866,8,0,0,0
114224,15,0,0,0
111814,15,0,0,0
231003,3,0,0,0
111705,6,0,0,0
113182,23,1,0,0
114522,7,0,0,0
112364,30,0,0,0
112365,26,0,0,0
112242,24,0,0,0
113307,2,0,0,0
113257,6,0,0,0
113477,15,0,0,0
113670,7,0,0,0
113422,6,0,0,0
111739,7,0,0,0
112177,8,0,0,0
112949,10,0,1,0
112201,7,1,0,0
112178,3,0,0,0
111603,8,0,0,0
113117,2,0,0,0
113907,6,0,0,0
114365,9,0,0,0
175005,1,0,2,0
114141,3,0,0,0
112064,14,0,0,0
111870,10,0,0,0
113246,2,1,0,0
113672,10,0,0,0
112995,9,0,0,0
113308,6,0,0,0
114000,9,0,0,0
112702,3,0,0,0
112703,4,0,0,0
114274,9,0,0,0
113528,10,0,1,0
112733,6,0,0,0
113492,6,0,0,0
112065,6,2,0,0
112758,17,0,0,0
112734,4,0,0,0
114204,3,0,0,0
113859,5,0,0,0
113167,6,0,0,0
114205,10,0,0,0
114186,3,0,0,0
112261,5,0,0,0
113776,6,0,0,0
114554,19,1,0,0
112996,5,1,0,0
114001,4,0,0,0
112885,3,0,0,0
113378,19,0,0,0
114275,7,0,0,0
113789,4,0,1,0
113334,8,0,0,0
114487,18,0,0,0
112673,3,0,0,0
111682,5,0,0,1
112704,6,0,0,0
112528,12,1,0,0
114409,7,0,0,0
112019,7,0,0,0
112591,6,0,0,0
112950,6,0,0,0
113079,10,0,0,0
113135,1,0,1,0
173511,4,0,0,0
111627,4,0,0,0
111815,6,0,0,0
112467,7,0,0,0
112468,5,0,1,0
112920,5,0,0,0
112921,5,0,0,0
114339,6,0,0,0
112653,6,0,0,0
112794,2,0,0,0
111855,6,0,0,0
111662,19,7,0,0
112922,7,0,0,0
111950,14,0,0,0
111722,14,1,0,0
112020,6,0,0,0
113218,5,0,0,0
112457,6,0,0,0
114252,9,0,0,0
113271,8,0,0,0
114566,10,0,0,0
114475,10,0,0,0
112886,7,1,0,0
114288,12,0,0,0
112066,8,0,0,0
113673,8,0,0,0
114033,4,0,1,0
175015,2,0,2,0
173537,1,0,0,0
113035,6,0,0,0
113908,8,0,0,0
113571,8,0,0,0
112997,3,0,0,0
112638,6,0,0,0
113053,5,0,0,0
113206,2,0,0,0
113572,9,0,0,0
111586,5,0,0,0
114101,4,0,0,0
114458,15,0,0,0
114523,12,0,0,0
114609,18,0,0,0
112021,7,0,1,0
111908,2,0,0,0
114459,15,0,0,0
113136,3,0,0,0
112067,6,1,0,0
114304,6,0,0,0
112978,8,1,3,0
112654,5,0,0,0
113054,6,0,0,0
111706,7,0,0,0
114225,5,0,0,0
112759,20,2,0,0
114305,6,0,0,0
114306,3,0,0,0
114524,5,0,0,0
113258,4,0,0,0
113398,5,0,1,0
113720,4,0,0,0
111787,17,4,0,0
111816,9,0,0,0
111663,10,0,0,0
112979,5,0,0,0
113447,6,0,0,0
114206,6,0,0,0
113961,5,0,2,0
114187,11,0,0,0
114002,2,0,0,0
114586,6,0,0,0
113777,6,0,0,0
112773,6,0,0,0
113183,9,0,0,0
113309,3,0,0,0
114079,9,0,0,0
174015,1,0,0,0
112085,6,0,0,0
111587,7,0,0,0
111707,6,2,0,0
114567,9,0,0,0
111664,13,0,0,0
113598,2,0,1,0
112735,3,0,0,0
113860,5,0,0,0
113803,8,0,0,0
113962,3,0,3,0
113778,6,0,0,0
112951,6,0,0,0
113943,15,0,0,0
114525,7,0,0,0
114568,7,0,0,0
113184,3,0,0,0
113861,6,0,0,0
114118,7,0,0,0
113137,7,0,0,0
113356,3,0,0,0
